state1,state2,set,statepair,step,from,to,grp_h,grp_s_1,grp_s_2,grp_s_3,dim_1,dim_2,dim_3
satisfaction,disgust,3,satisfaction_disgust,4,14.0,2.0,0.0,0.5920000076293945,0.10400000214576721,0.30399999022483826,0.7894021272659302,0.09394612908363342,0.11665168404579163
satisfaction,embarrassment,3,satisfaction_embarrassment,4,14.0,3.0,0.0,0.7059999704360962,0.11400000005960464,0.18000000715255737,0.800157368183136,0.09088543802499771,0.10895717889070511
assertive,confident,1,assertive_confident,5,0.0,0.0,0.0,0.46399998664855957,0.3479999899864197,0.18799999356269836,0.08243260532617569,0.08424471318721771,0.8333227038383484
assertive,grouchy,1,assertive_grouchy,5,0.0,1.0,0.0,0.5379999876022339,0.1940000057220459,0.2680000066757202,0.7989971041679382,0.09112803637981415,0.10987488925457001
assertive,sad,1,assertive_sad,5,0.0,2.0,0.0,0.6100000143051147,0.08799999952316284,0.3019999861717224,0.7905892133712769,0.09294180572032928,0.11646895855665207
assertive,assertive,1,assertive_assertive,5,,,,,,,,,
assertive,unrestrained,1,assertive_unrestrained,5,0.0,3.0,0.0,0.5640000104904175,0.3019999861717224,0.1340000033378601,0.0814170241355896,0.0796765685081482,0.8389064073562622
confident,confident,1,confident_confident,5,,,,,,,,,
confident,grouchy,1,confident_grouchy,5,1.0,0.0,0.0,0.6520000100135803,0.07199999690055847,0.2759999930858612,0.7886729836463928,0.09416253864765167,0.11716452986001968
confident,sad,1,confident_sad,5,1.0,1.0,0.0,0.6480000019073486,0.05400000140070915,0.2980000078678131,0.7943543791770935,0.09001162648200989,0.11563396453857422
confident,assertive,1,confident_assertive,5,1.0,2.0,0.0,0.40799999237060547,0.37400001287460327,0.21799999475479126,0.4434337019920349,0.05360552296042442,0.5029608011245728
confident,unrestrained,1,confident_unrestrained,5,1.0,3.0,0.0,0.46000000834465027,0.37400001287460327,0.16599999368190765,0.082081139087677,0.08056151121854782,0.8373573422431946
grouchy,confident,1,grouchy_confident,5,2.0,0.0,0.0,0.5799999833106995,0.12200000137090683,0.2980000078678131,0.7908088564872742,0.09502384811639786,0.1141672432422638
grouchy,grouchy,1,grouchy_grouchy,5,,,,,,,,,
grouchy,sad,1,grouchy_sad,5,2.0,1.0,0.0,0.44999998807907104,0.38199999928474426,0.1679999977350235,0.0824904665350914,0.08146025985479355,0.8360492587089539
grouchy,assertive,1,grouchy_assertive,5,2.0,2.0,0.0,0.5220000147819519,0.33000001311302185,0.14800000190734863,0.08118696510791779,0.07665844261646271,0.8421545624732971
grouchy,unrestrained,1,grouchy_unrestrained,5,2.0,3.0,0.0,0.5519999861717224,0.25999999046325684,0.18799999356269836,0.44829675555229187,0.04836297035217285,0.5033402442932129
sad,confident,1,sad_confident,5,3.0,0.0,2.0,0.46399998664855957,0.07599999755620956,0.46000000834465027,0.7875893712043762,0.09783361852169037,0.11457698047161102
sad,grouchy,1,sad_grouchy,5,3.0,1.0,0.0,0.4779999852180481,0.37599998712539673,0.1459999978542328,0.079489566385746,0.0804363414645195,0.8400741219520569
sad,sad,1,sad_sad,5,,,,,,,,,
sad,assertive,1,sad_assertive,5,3.0,2.0,0.0,0.527999997138977,0.024000000208616257,0.4480000138282776,0.7865456342697144,0.09534189850091934,0.11811251938343048
sad,unrestrained,1,sad_unrestrained,5,3.0,3.0,0.0,0.5580000281333923,0.2199999988079071,0.22200000286102295,0.46074068546295166,0.4703436493873596,0.0689157098531723
unrestrained,confident,1,unrestrained_confident,5,4.0,0.0,0.0,0.5120000243186951,0.35199999809265137,0.13600000739097595,0.08338400721549988,0.07969572395086288,0.8369203209877014
unrestrained,grouchy,1,unrestrained_grouchy,5,4.0,1.0,0.0,0.5799999833106995,0.17599999904632568,0.24400000274181366,0.4619159400463104,0.4698241055011749,0.06825987249612808
unrestrained,sad,1,unrestrained_sad,5,4.0,2.0,0.0,0.6100000143051147,0.20600000023841858,0.18400000035762787,0.46432673931121826,0.4679202735424042,0.06775303184986115
unrestrained,assertive,1,unrestrained_assertive,5,4.0,3.0,0.0,0.5059999823570251,0.34200000762939453,0.15199999511241913,0.0783458948135376,0.08165600150823593,0.8399980664253235
unrestrained,unrestrained,1,unrestrained_unrestrained,5,,,,,,,,,
bold,nervous,2,bold_nervous,5,5.0,0.0,0.0,0.6039999723434448,0.23600000143051147,0.1599999964237213,0.43191200494766235,0.04890300706028938,0.519184947013855
bold,irritable,2,bold_irritable,5,5.0,1.0,0.0,0.6140000224113464,0.1860000044107437,0.20000000298023224,0.7966219782829285,0.08938620239496231,0.11399178206920624
bold,lively,2,bold_lively,5,5.0,2.0,0.0,0.5099999904632568,0.33399999141693115,0.15600000321865082,0.45742106437683105,0.05062306672334671,0.49195581674575806
bold,bold,2,bold_bold,5,,,,,,,,,
bold,talkative,2,bold_talkative,5,5.0,3.0,0.0,0.4480000138282776,0.3400000035762787,0.21199999749660492,0.44606825709342957,0.05265878140926361,0.501272976398468
irritable,nervous,2,irritable_nervous,5,6.0,0.0,0.0,0.5440000295639038,0.2980000078678131,0.15800000727176666,0.07697446644306183,0.07639839500188828,0.8466271758079529
irritable,irritable,2,irritable_irritable,5,,,,,,,,,
irritable,lively,2,irritable_lively,5,6.0,1.0,0.0,0.492000013589859,0.21400000154972076,0.2939999997615814,0.800995945930481,0.09386434406042099,0.10513968020677567
irritable,bold,2,irritable_bold,5,6.0,2.0,0.0,0.527999997138977,0.2980000078678131,0.17399999499320984,0.812494158744812,0.08708156645298004,0.10042428225278854
irritable,talkative,2,irritable_talkative,5,6.0,3.0,0.0,0.4779999852180481,0.25200000405311584,0.27000001072883606,0.42536962032318115,0.051837898790836334,0.5227924585342407
lively,nervous,2,lively_nervous,5,7.0,0.0,0.0,0.6100000143051147,0.22200000286102295,0.1679999977350235,0.46056902408599854,0.47473224997520447,0.06469863653182983
lively,irritable,2,lively_irritable,5,7.0,1.0,0.0,0.7179999947547913,0.03999999910593033,0.24199999868869781,0.7946723103523254,0.09151015430688858,0.113817498087883
lively,lively,2,lively_lively,5,,,,,,,,,
lively,bold,2,lively_bold,5,7.0,2.0,0.0,0.5260000228881836,0.3400000035762787,0.1340000033378601,0.44982799887657166,0.0523485392332077,0.49782344698905945
lively,talkative,2,lively_talkative,5,7.0,3.0,0.0,0.4560000002384186,0.2879999876022339,0.25600001215934753,0.43664613366127014,0.05379480868577957,0.5095590353012085
nervous,nervous,2,nervous_nervous,5,,,,,,,,,
nervous,irritable,2,nervous_irritable,5,8.0,0.0,0.0,0.46799999475479126,0.3659999966621399,0.16599999368190765,0.08228342980146408,0.07994994521141052,0.8377665877342224
nervous,lively,2,nervous_lively,5,8.0,1.0,0.0,0.5379999876022339,0.3100000023841858,0.15199999511241913,0.4420756697654724,0.05169684812426567,0.506227433681488
nervous,bold,2,nervous_bold,5,8.0,2.0,0.0,0.5019999742507935,0.25200000405311584,0.2460000067949295,0.42469263076782227,0.052480123937129974,0.5228272676467896
nervous,talkative,2,nervous_talkative,5,8.0,3.0,0.0,0.47999998927116394,0.3240000009536743,0.19599999487400055,0.08507874608039856,0.08186934888362885,0.8330519199371338
talkative,nervous,2,talkative_nervous,5,9.0,0.0,0.0,0.5799999833106995,0.27399998903274536,0.1459999978542328,0.08282998949289322,0.08053217828273773,0.8366378545761108
talkative,irritable,2,talkative_irritable,5,9.0,1.0,0.0,0.6340000033378601,0.14800000190734863,0.21799999475479126,0.7972797155380249,0.089940145611763,0.11278008669614792
talkative,lively,2,talkative_lively,5,9.0,2.0,0.0,0.4440000057220459,0.35600000619888306,0.20000000298023224,0.0811062604188919,0.08268755674362183,0.8362061977386475
talkative,bold,2,talkative_bold,5,9.0,3.0,1.0,0.35600000619888306,0.4699999988079071,0.17399999499320984,0.08542077243328094,0.07969916611909866,0.8348801136016846
talkative,talkative,2,talkative_talkative,5,,,,,,,,,
contempt,satisfaction,3,contempt_satisfaction,5,10.0,0.0,0.0,0.734000027179718,0.03200000151991844,0.23399999737739563,0.42943572998046875,0.05374501273036003,0.5168192386627197
contempt,love,3,contempt_love,5,10.0,1.0,0.0,0.593999981880188,0.0020000000949949026,0.40400001406669617,0.7840651273727417,0.0978371724486351,0.11809763312339783
contempt,contempt,3,contempt_contempt,5,,,,,,,,,
contempt,disgust,3,contempt_disgust,5,10.0,2.0,1.0,0.4339999854564667,0.4399999976158142,0.12600000202655792,0.08421153575181961,0.08291380852460861,0.832874596118927
contempt,embarrassment,3,contempt_embarrassment,5,10.0,3.0,0.0,0.5899999737739563,0.20999999344348907,0.20000000298023224,0.46054407954216003,0.4745900630950928,0.06486591696739197
disgust,satisfaction,3,disgust_satisfaction,5,11.0,0.0,2.0,0.46799999475479126,0.035999998450279236,0.4959999918937683,0.7868919968605042,0.09663722664117813,0.1164708212018013
disgust,love,3,disgust_love,5,11.0,1.0,2.0,0.414000004529953,0.0020000000949949026,0.5839999914169312,0.7818517088890076,0.09872747212648392,0.1194208413362503
disgust,contempt,3,disgust_contempt,5,11.0,2.0,0.0,0.4880000054836273,0.33399999141693115,0.17800000309944153,0.07871239632368088,0.08331583440303802,0.8379718065261841
disgust,disgust,3,disgust_disgust,5,,,,,,,,,
disgust,embarrassment,3,disgust_embarrassment,5,11.0,3.0,0.0,0.5839999914169312,0.2240000069141388,0.19200000166893005,0.8084819912910461,0.0853218361735344,0.10619613528251648
embarrassment,satisfaction,3,embarrassment_satisfaction,5,12.0,0.0,2.0,0.47600001096725464,0.03200000151991844,0.492000013589859,0.7847875356674194,0.09797371923923492,0.11723875999450684
embarrassment,love,3,embarrassment_love,5,12.0,1.0,0.0,0.6140000224113464,0.0860000029206276,0.30000001192092896,0.7886226773262024,0.094585120677948,0.11679217964410782
embarrassment,contempt,3,embarrassment_contempt,5,12.0,2.0,0.0,0.4819999933242798,0.3479999899864197,0.17000000178813934,0.4436114728450775,0.048214927315711975,0.5081736445426941
embarrassment,disgust,3,embarrassment_disgust,5,12.0,3.0,0.0,0.5400000214576721,0.3019999861717224,0.15800000727176666,0.0767240896821022,0.07369124889373779,0.849584698677063
embarrassment,embarrassment,3,embarrassment_embarrassment,5,,,,,,,,,
love,satisfaction,3,love_satisfaction,5,13.0,0.0,0.0,0.5,0.3720000088214874,0.12800000607967377,0.08136448264122009,0.08518005162477493,0.8334554433822632
love,love,3,love_love,5,,,,,,,,,
love,contempt,3,love_contempt,5,13.0,1.0,0.0,0.7720000147819519,0.0,0.2280000001192093,0.787142276763916,0.09594368189573288,0.11691409349441528
love,disgust,3,love_disgust,5,13.0,2.0,0.0,0.5080000162124634,0.03200000151991844,0.46000000834465027,0.7852853536605835,0.09645168483257294,0.11826297640800476
love,embarrassment,3,love_embarrassment,5,13.0,3.0,0.0,0.6200000047683716,0.21799999475479126,0.16200000047683716,0.4266525208950043,0.04815876483917236,0.5251887440681458
satisfaction,satisfaction,3,satisfaction_satisfaction,5,,,,,,,,,
satisfaction,love,3,satisfaction_love,5,14.0,0.0,0.0,0.4560000002384186,0.41200000047683716,0.13199999928474426,0.08322130143642426,0.08188235014677048,0.8348963856697083
satisfaction,contempt,3,satisfaction_contempt,5,14.0,1.0,0.0,0.722000002861023,0.006000000052154064,0.2720000147819519,0.796355664730072,0.0960967093706131,0.10754772275686264
satisfaction,disgust,3,satisfaction_disgust,5,14.0,2.0,0.0,0.515999972820282,0.07599999755620956,0.40799999237060547,0.7850708365440369,0.09649980813264847,0.11842937022447586
satisfaction,embarrassment,3,satisfaction_embarrassment,5,14.0,3.0,0.0,0.6179999709129333,0.057999998331069946,0.3240000009536743,0.789901614189148,0.09558242559432983,0.11451595276594162
assertive,confident,1,assertive_confident,6,0.0,0.0,0.0,0.46799999475479126,0.3499999940395355,0.18199999630451202,0.08526655286550522,0.08246029168367386,0.8322731852531433
assertive,grouchy,1,assertive_grouchy,6,0.0,1.0,0.0,0.5839999914169312,0.12600000202655792,0.28999999165534973,0.7950373291969299,0.09167688339948654,0.11328581720590591
assertive,sad,1,assertive_sad,6,0.0,2.0,0.0,0.5720000267028809,0.03799999877810478,0.38999998569488525,0.78470379114151,0.0968453660607338,0.11845093965530396
assertive,assertive,1,assertive_assertive,6,,,,,,,,,
assertive,unrestrained,1,assertive_unrestrained,6,0.0,3.0,0.0,0.5920000076293945,0.25200000405311584,0.15600000321865082,0.08110306411981583,0.07797227054834366,0.8409246802330017
confident,confident,1,confident_confident,6,,,,,,,,,
confident,grouchy,1,confident_grouchy,6,1.0,0.0,0.0,0.5879999995231628,0.029999999329447746,0.38199999928474426,0.7841593623161316,0.09715308248996735,0.11868761479854584
confident,sad,1,confident_sad,6,1.0,1.0,0.0,0.6159999966621399,0.02800000086426735,0.35600000619888306,0.787376880645752,0.09489110857248306,0.11773199588060379
confident,assertive,1,confident_assertive,6,1.0,2.0,0.0,0.492000013589859,0.34599998593330383,0.16200000047683716,0.0815294086933136,0.08411934971809387,0.8343513011932373
confident,unrestrained,1,confident_unrestrained,6,1.0,3.0,0.0,0.5199999809265137,0.3140000104904175,0.16599999368190765,0.05173144116997719,0.44671759009361267,0.5015509724617004
grouchy,confident,1,grouchy_confident,6,2.0,0.0,0.0,0.5099999904632568,0.04800000041723251,0.44200000166893005,0.7857733964920044,0.09727556258440018,0.11695099622011185
grouchy,grouchy,1,grouchy_grouchy,6,,,,,,,,,
grouchy,sad,1,grouchy_sad,6,2.0,1.0,0.0,0.49399998784065247,0.3160000145435333,0.1899999976158142,0.08097720146179199,0.07765734940767288,0.8413654565811157
grouchy,assertive,1,grouchy_assertive,6,2.0,2.0,0.0,0.5699999928474426,0.30399999022483826,0.12600000202655792,0.44724076986312866,0.047725122421979904,0.5050340890884399
grouchy,unrestrained,1,grouchy_unrestrained,6,2.0,3.0,0.0,0.5479999780654907,0.22599999606609344,0.22599999606609344,0.8056381940841675,0.08703187108039856,0.10732989758253098
sad,confident,1,sad_confident,6,3.0,0.0,2.0,0.3240000009536743,0.02199999988079071,0.6539999842643738,0.7829811573028564,0.09913650900125504,0.11788231134414673
sad,grouchy,1,sad_grouchy,6,3.0,1.0,0.0,0.5540000200271606,0.3179999887943268,0.12800000607967377,0.07902120798826218,0.07481573522090912,0.8461630344390869
sad,sad,1,sad_sad,6,,,,,,,,,
sad,assertive,1,sad_assertive,6,3.0,2.0,2.0,0.3880000114440918,0.006000000052154064,0.6060000061988831,0.7834495902061462,0.09745783358812332,0.11909248679876328
sad,unrestrained,1,sad_unrestrained,6,3.0,3.0,0.0,0.5320000052452087,0.14399999380111694,0.3240000009536743,0.7912871837615967,0.09154637157917023,0.1171664223074913
unrestrained,confident,1,unrestrained_confident,6,4.0,0.0,0.0,0.5180000066757202,0.335999995470047,0.1459999978542328,0.05194869264960289,0.4456525444984436,0.5023987889289856
unrestrained,grouchy,1,unrestrained_grouchy,6,4.0,1.0,0.0,0.5680000185966492,0.12399999797344208,0.30799999833106995,0.7925049066543579,0.090692900121212,0.11680217832326889
unrestrained,sad,1,unrestrained_sad,6,4.0,2.0,0.0,0.5419999957084656,0.1860000044107437,0.2720000147819519,0.7947766184806824,0.08973484486341476,0.11548849940299988
unrestrained,assertive,1,unrestrained_assertive,6,4.0,3.0,0.0,0.5540000200271606,0.29600000381469727,0.15000000596046448,0.07838165760040283,0.07935488224029541,0.8422634601593018
unrestrained,unrestrained,1,unrestrained_unrestrained,6,,,,,,,,,
bold,nervous,2,bold_nervous,6,5.0,0.0,0.0,0.5379999876022339,0.21400000154972076,0.24799999594688416,0.7985679507255554,0.09137073159217834,0.11006134003400803
bold,irritable,2,bold_irritable,6,5.0,1.0,0.0,0.5960000157356262,0.12399999797344208,0.2800000011920929,0.7897266149520874,0.09362232685089111,0.11665106564760208
bold,lively,2,bold_lively,6,5.0,2.0,0.0,0.5,0.3540000021457672,0.1459999978542328,0.08225901424884796,0.08136381953954697,0.8363772034645081
bold,bold,2,bold_bold,6,,,,,,,,,
bold,talkative,2,bold_talkative,6,5.0,3.0,0.0,0.44600000977516174,0.38999998569488525,0.164000004529953,0.0812026709318161,0.08294754475355148,0.8358498215675354
irritable,nervous,2,irritable_nervous,6,6.0,0.0,0.0,0.5580000281333923,0.24799999594688416,0.1940000057220459,0.8121981024742126,0.08547373861074448,0.10232822597026825
irritable,irritable,2,irritable_irritable,6,,,,,,,,,
irritable,lively,2,irritable_lively,6,6.0,1.0,0.0,0.4399999976158142,0.17000000178813934,0.38999998569488525,0.791560709476471,0.09652620553970337,0.1119130402803421
irritable,bold,2,irritable_bold,6,6.0,2.0,0.0,0.5099999904632568,0.27799999713897705,0.21199999749660492,0.8018062710762024,0.08831044286489487,0.10988330096006393
irritable,talkative,2,irritable_talkative,6,6.0,3.0,0.0,0.4180000126361847,0.1860000044107437,0.3959999978542328,0.7902416586875916,0.09592379629611969,0.11383455991744995
lively,nervous,2,lively_nervous,6,7.0,0.0,0.0,0.6000000238418579,0.16200000047683716,0.23800000548362732,0.7971458435058594,0.09007026255130768,0.11278390139341354
lively,irritable,2,lively_irritable,6,7.0,1.0,0.0,0.6259999871253967,0.012000000104308128,0.3619999885559082,0.7864213585853577,0.09638185799121857,0.11719677597284317
lively,lively,2,lively_lively,6,,,,,,,,,
lively,bold,2,lively_bold,6,7.0,2.0,0.0,0.527999997138977,0.34599998593330383,0.12600000202655792,0.08293042331933975,0.0817621499300003,0.8353074193000793
lively,talkative,2,lively_talkative,6,7.0,3.0,0.0,0.46000000834465027,0.35199999809265137,0.18799999356269836,0.45716381072998047,0.05102002993226051,0.4918161928653717
nervous,nervous,2,nervous_nervous,6,,,,,,,,,
nervous,irritable,2,nervous_irritable,6,8.0,0.0,0.0,0.5239999890327454,0.2720000147819519,0.20399999618530273,0.08071935921907425,0.07711335271596909,0.842167317867279
nervous,lively,2,nervous_lively,6,8.0,1.0,0.0,0.5059999823570251,0.2460000067949295,0.24799999594688416,0.4361007809638977,0.05265788733959198,0.5112413763999939
nervous,bold,2,nervous_bold,6,8.0,2.0,2.0,0.37400001287460327,0.25200000405311584,0.37400001287460327,0.7956247329711914,0.09775011241436005,0.10662516951560974
nervous,talkative,2,nervous_talkative,6,8.0,3.0,0.0,0.5139999985694885,0.28999999165534973,0.19599999487400055,0.08286315947771072,0.08144761621952057,0.8356891870498657
talkative,nervous,2,talkative_nervous,6,9.0,0.0,0.0,0.5519999861717224,0.2800000011920929,0.1679999977350235,0.4440916180610657,0.05016087368130684,0.5057474970817566
talkative,irritable,2,talkative_irritable,6,9.0,1.0,0.0,0.6000000238418579,0.07199999690055847,0.328000009059906,0.7889810800552368,0.09448190778493881,0.11653696000576019
talkative,lively,2,talkative_lively,6,9.0,2.0,0.0,0.5059999823570251,0.3659999966621399,0.12800000607967377,0.08403375744819641,0.08087816834449768,0.8350880146026611
talkative,bold,2,talkative_bold,6,9.0,3.0,0.0,0.4339999854564667,0.38999998569488525,0.17599999904632568,0.05416446179151535,0.4351367950439453,0.5106987357139587
talkative,talkative,2,talkative_talkative,6,,,,,,,,,
contempt,satisfaction,3,contempt_satisfaction,6,10.0,0.0,0.0,0.671999990940094,0.012000000104308128,0.3160000145435333,0.7920289039611816,0.09862473607063293,0.10934632271528244
contempt,love,3,contempt_love,6,10.0,1.0,2.0,0.44999998807907104,0.0,0.550000011920929,0.7812933921813965,0.09924352914094925,0.11946304887533188
contempt,contempt,3,contempt_contempt,6,,,,,,,,,
contempt,disgust,3,contempt_disgust,6,10.0,2.0,1.0,0.43799999356269836,0.4099999964237213,0.15199999511241913,0.08368194848299026,0.07903707772493362,0.8372809290885925
contempt,embarrassment,3,contempt_embarrassment,6,10.0,3.0,0.0,0.5699999928474426,0.1899999976158142,0.23999999463558197,0.46014347672462463,0.47175654768943787,0.06810000538825989
disgust,satisfaction,3,disgust_satisfaction,6,11.0,0.0,2.0,0.2919999957084656,0.019999999552965164,0.6880000233650208,0.7839422225952148,0.09805042296648026,0.1180073618888855
disgust,love,3,disgust_love,6,11.0,1.0,2.0,0.22599999606609344,0.0,0.7739999890327454,0.780638575553894,0.09956464171409607,0.11979680508375168
disgust,contempt,3,disgust_contempt,6,11.0,2.0,0.0,0.5040000081062317,0.3700000047683716,0.12600000202655792,0.07927833497524261,0.08013875037431717,0.8405829071998596
disgust,disgust,3,disgust_disgust,6,,,,,,,,,
disgust,embarrassment,3,disgust_embarrassment,6,11.0,3.0,0.0,0.6119999885559082,0.1979999989271164,0.1899999976158142,0.8046408891677856,0.08510927855968475,0.11024989187717438
embarrassment,satisfaction,3,embarrassment_satisfaction,6,12.0,0.0,2.0,0.29600000381469727,0.006000000052154064,0.6980000138282776,0.7817816734313965,0.0993003100156784,0.11891799420118332
embarrassment,love,3,embarrassment_love,6,12.0,1.0,0.0,0.5040000081062317,0.03999999910593033,0.4560000002384186,0.7840580940246582,0.09731940925121307,0.11862244457006454
embarrassment,contempt,3,embarrassment_contempt,6,12.0,2.0,0.0,0.4880000054836273,0.3479999899864197,0.164000004529953,0.4719548225402832,0.4622505009174347,0.06579462438821793
embarrassment,disgust,3,embarrassment_disgust,6,12.0,3.0,0.0,0.6000000238418579,0.23000000417232513,0.17000000178813934,0.4792400300502777,0.4557371735572815,0.06502287089824677
embarrassment,embarrassment,3,embarrassment_embarrassment,6,,,,,,,,,
love,satisfaction,3,love_satisfaction,6,13.0,0.0,0.0,0.5759999752044678,0.30399999022483826,0.11999999731779099,0.08326652646064758,0.08286046981811523,0.8338729739189148
love,love,3,love_love,6,,,,,,,,,
love,contempt,3,love_contempt,6,13.0,1.0,0.0,0.671999990940094,0.0,0.328000009059906,0.7824972867965698,0.09848759323358536,0.11901508271694183
love,disgust,3,love_disgust,6,13.0,2.0,2.0,0.3499999940395355,0.012000000104308128,0.6380000114440918,0.7819899320602417,0.09865085035562515,0.11935921758413315
love,embarrassment,3,love_embarrassment,6,13.0,3.0,0.0,0.6000000238418579,0.13600000739097595,0.2639999985694885,0.7974171042442322,0.09039662033319473,0.11218622326850891
satisfaction,satisfaction,3,satisfaction_satisfaction,6,,,,,,,,,
satisfaction,love,3,satisfaction_love,6,14.0,0.0,0.0,0.4880000054836273,0.3540000021457672,0.15800000727176666,0.07942403107881546,0.08194424211978912,0.8386317491531372
satisfaction,contempt,3,satisfaction_contempt,6,14.0,1.0,0.0,0.6100000143051147,0.0020000000949949026,0.3880000114440918,0.7870370745658875,0.09828967601060867,0.11467326432466507
satisfaction,disgust,3,satisfaction_disgust,6,14.0,2.0,2.0,0.41600000858306885,0.04800000041723251,0.5360000133514404,0.7825512290000916,0.09816820919513702,0.11928057670593262
satisfaction,embarrassment,3,satisfaction_embarrassment,6,14.0,3.0,0.0,0.5479999780654907,0.009999999776482582,0.44200000166893005,0.784155011177063,0.09825719892978668,0.11758776754140854
assertive,confident,1,assertive_confident,7,0.0,0.0,0.0,0.5299999713897705,0.31200000643730164,0.15800000727176666,0.08598466217517853,0.07979122549295425,0.8342241048812866
assertive,grouchy,1,assertive_grouchy,7,0.0,1.0,0.0,0.5839999914169312,0.06800000369548798,0.3479999899864197,0.7929221391677856,0.09172315150499344,0.11535468697547913
assertive,sad,1,assertive_sad,7,0.0,2.0,2.0,0.3959999978542328,0.00800000037997961,0.5960000157356262,0.7814227938652039,0.09904635697603226,0.11953090131282806
assertive,assertive,1,assertive_assertive,7,,,,,,,,,
assertive,unrestrained,1,assertive_unrestrained,7,0.0,3.0,0.0,0.6039999723434448,0.23600000143051147,0.1599999964237213,0.08108218014240265,0.07671148329973221,0.8422063589096069
confident,confident,1,confident_confident,7,,,,,,,,,
confident,grouchy,1,confident_grouchy,7,1.0,0.0,2.0,0.4519999921321869,0.01600000075995922,0.5320000052452087,0.7815032005310059,0.09896411001682281,0.11953264474868774
confident,sad,1,confident_sad,7,1.0,1.0,0.0,0.5139999985694885,0.012000000104308128,0.4740000069141388,0.7831454277038574,0.09779863059520721,0.11905596405267715
confident,assertive,1,confident_assertive,7,1.0,2.0,0.0,0.5199999809265137,0.3440000116825104,0.13600000739097595,0.08447401225566864,0.08118312805891037,0.8343428373336792
confident,unrestrained,1,confident_unrestrained,7,1.0,3.0,0.0,0.5759999752044678,0.27000001072883606,0.15399999916553497,0.053172651678323746,0.4310029149055481,0.5158244371414185
grouchy,confident,1,grouchy_confident,7,2.0,0.0,2.0,0.4259999990463257,0.017999999225139618,0.5559999942779541,0.7823763489723206,0.09889130294322968,0.11873231083154678
grouchy,grouchy,1,grouchy_grouchy,7,,,,,,,,,
grouchy,sad,1,grouchy_sad,7,2.0,1.0,0.0,0.5080000162124634,0.3059999942779541,0.1860000044107437,0.049904219806194305,0.4282054901123047,0.5218902826309204
grouchy,assertive,1,grouchy_assertive,7,2.0,2.0,0.0,0.5339999794960022,0.24799999594688416,0.21799999475479126,0.8058329224586487,0.08974464237689972,0.10442239046096802
grouchy,unrestrained,1,grouchy_unrestrained,7,2.0,3.0,0.0,0.527999997138977,0.2160000056028366,0.25600001215934753,0.7989383935928345,0.08785717934370041,0.1132044643163681
sad,confident,1,sad_confident,7,3.0,0.0,2.0,0.12399999797344208,0.0,0.8759999871253967,0.780692994594574,0.09988360852003098,0.11942341178655624
sad,grouchy,1,sad_grouchy,7,3.0,1.0,0.0,0.5360000133514404,0.27799999713897705,0.1860000044107437,0.09241575002670288,0.8038780093193054,0.10370612889528275
sad,sad,1,sad_sad,7,,,,,,,,,
sad,assertive,1,sad_assertive,7,3.0,2.0,2.0,0.2199999988079071,0.0,0.7799999713897705,0.7814801335334778,0.09891261905431747,0.11960728466510773
sad,unrestrained,1,sad_unrestrained,7,3.0,3.0,2.0,0.4180000126361847,0.06800000369548798,0.5139999985694885,0.7852607369422913,0.09607003629207611,0.11866921186447144
unrestrained,confident,1,unrestrained_confident,7,4.0,0.0,0.0,0.5619999766349792,0.28200000524520874,0.15600000321865082,0.05245993286371231,0.4330287277698517,0.5145113468170166
unrestrained,grouchy,1,unrestrained_grouchy,7,4.0,1.0,0.0,0.5440000295639038,0.057999998331069946,0.39800000190734863,0.7859694361686707,0.09552193433046341,0.11850858479738235
unrestrained,sad,1,unrestrained_sad,7,4.0,2.0,0.0,0.47200000286102295,0.12600000202655792,0.4020000100135803,0.7876734733581543,0.09469151496887207,0.11763506382703781
unrestrained,assertive,1,unrestrained_assertive,7,4.0,3.0,0.0,0.5600000023841858,0.28200000524520874,0.15800000727176666,0.07949815690517426,0.07458505034446716,0.845916748046875
unrestrained,unrestrained,1,unrestrained_unrestrained,7,,,,,,,,,
bold,nervous,2,bold_nervous,7,5.0,0.0,0.0,0.46399998664855957,0.17599999904632568,0.36000001430511475,0.7912137508392334,0.09405593574047089,0.11473026871681213
bold,irritable,2,bold_irritable,7,5.0,1.0,0.0,0.5,0.07800000160932541,0.421999990940094,0.7850147485733032,0.09661640226840973,0.11836883425712585
bold,lively,2,bold_lively,7,5.0,2.0,0.0,0.5080000162124634,0.36800000071525574,0.12399999797344208,0.08377767354249954,0.08001292496919632,0.8362094163894653
bold,bold,2,bold_bold,7,,,,,,,,,
bold,talkative,2,bold_talkative,7,5.0,3.0,0.0,0.42800000309944153,0.4339999854564667,0.1379999965429306,0.0836542621254921,0.08076824247837067,0.8355774879455566
irritable,nervous,2,irritable_nervous,7,6.0,0.0,0.0,0.5379999876022339,0.19599999487400055,0.26600000262260437,0.8046851754188538,0.08734329044818878,0.10797152668237686
irritable,irritable,2,irritable_irritable,7,,,,,,,,,
irritable,lively,2,irritable_lively,7,6.0,1.0,2.0,0.3179999887943268,0.09000000357627869,0.5920000076293945,0.7855397462844849,0.09851881861686707,0.11594144254922867
irritable,bold,2,irritable_bold,7,6.0,2.0,0.0,0.4300000071525574,0.21400000154972076,0.35600000619888306,0.7956414818763733,0.090212382376194,0.1141461655497551
irritable,talkative,2,irritable_talkative,7,6.0,3.0,2.0,0.3619999885559082,0.12800000607967377,0.5099999904632568,0.7846331596374512,0.0975845605134964,0.11778231710195541
